model,image_id,delta
GPT-5.2,google_gsv_022823,0.028586388
GPT-5.2,google_gsv_022838,0.0075568706
GPT-5.2,google_gsv_022842,0.010432258
GPT-5.2,google_gsv_022849,0.0047481954
GPT-5.2,google_gsv_022874,0.03713146
GPT-5.2,google_gsv_022882,0.06623327
GPT-5.2,google_gsv_022896,0.016646057
GPT-5.2,google_gsv_022900,0.04192823
GPT-5.2,google_gsv_022907,-0.023204014
GPT-5.2,google_gsv_022908,-0.09545565
GPT-5.2,google_gsv_022909,-0.000824973
GPT-5.2,google_gsv_022910,0.027445078
GPT-5.2,google_gsv_022930,0.004890725
GPT-5.2,google_gsv_022944,0.00078454614
GPT-5.2,google_gsv_022976,0.11327593
GPT-5.2,google_gsv_022978,0.049755283
GPT-5.2,google_gsv_022982,0.10748854
GPT-5.2,google_gsv_023000,0.06949109
GPT-5.2,google_gsv_023006,0.10825543
GPT-5.2,google_gsv_023031,-0.05541627
GPT-5.2,google_gsv_023039,0.007360071
GPT-5.2,google_gsv_023042,0.020074382
GPT-5.2,google_gsv_023049,0.031633787
GPT-5.2,google_gsv_023054,0.024581477
GPT-5.2,google_gsv_023055,0.05622837
GPT-5.2,google_gsv_023061,-0.030053496
GPT-5.2,google_gsv_023065,0.052405924
GPT-5.2,google_gsv_023071,-0.032620072
GPT-5.2,google_gsv_023076,0.028688371
GPT-5.2,google_gsv_023077,-0.10483204
GPT-5.2,google_gsv_023081,-0.016992033
GPT-5.2,google_gsv_023089,0.013436899
GPT-5.2,google_gsv_023105,0.042579636
GPT-5.2,google_gsv_023114,0.086177796
GPT-5.2,google_gsv_023123,-0.04236105
GPT-5.2,google_gsv_023129,0.069940165
GPT-5.2,google_gsv_023138,-0.1876055
GPT-5.2,google_gsv_023139,0.10989793
GPT-5.2,google_gsv_023156,0.12273444
GPT-5.2,google_gsv_023161,0.08307695
GPT-5.2,google_gsv_023166,-0.04722719
GPT-5.2,google_gsv_023167,0.015765294
GPT-5.2,google_gsv_023168,-0.08225548
GPT-5.2,google_gsv_023174,0.003406629
GPT-5.2,google_gsv_023177,0.033717394
GPT-5.2,google_gsv_023187,0.044854283
GPT-5.2,google_gsv_023200,-0.059298843
GPT-5.2,google_gsv_023204,-0.073825866
GPT-5.2,google_gsv_023215,0.06629616
GPT-5.2,google_gsv_023217,0.12999807
GPT-5.2,google_gsv_023234,0.15350813
GPT-5.2,google_gsv_023249,-0.024287641
GPT-5.2,google_gsv_023267,0.0029773712
GPT-5.2,google_gsv_023269,0.05116038
GPT-5.2,google_gsv_023274,0.047440328
GPT-5.2,google_gsv_023287,0.0021579862
GPT-5.2,google_gsv_023288,0.0062821656
GPT-5.2,google_gsv_023294,0.044444025
GPT-5.2,google_gsv_023295,-0.007008955
GPT-5.2,google_gsv_023297,0.052887835
GPT-5.2,google_gsv_023299,0.07042447
GPT-5.2,google_gsv_023300,-0.02193752
GPT-5.2,google_gsv_023313,0.10252273
GPT-5.2,google_gsv_023319,0.093625605
GPT-5.2,google_gsv_023322,0.017317906
GPT-5.2,google_gsv_023327,0.006651014
GPT-5.2,google_gsv_023358,-0.07979755
GPT-5.2,google_gsv_023363,0.045655116
GPT-5.2,google_gsv_023368,-0.097488426
GPT-5.2,google_gsv_023372,-0.024014577
GPT-5.2,google_gsv_023375,0.06610826
GPT-5.2,google_gsv_023389,0.09556014
GPT-5.2,google_gsv_023407,0.026260853
GPT-5.2,google_gsv_023414,0.038823344
GPT-5.2,google_gsv_023428,0.028557241
GPT-5.2,google_gsv_023431,0.029724225
GPT-5.2,google_gsv_023443,-0.028552331
GPT-5.2,google_gsv_023464,-0.0046973825
GPT-5.2,google_gsv_023481,-0.016014665
GPT-5.2,google_gsv_023483,-0.008953512
GPT-5.2,google_gsv_023484,0.001633063
GPT-5.2,google_gsv_023494,0.015639275
GPT-5.2,google_gsv_023501,0.038648024
GPT-5.2,google_gsv_023504,0.009506226
GPT-5.2,google_gsv_023509,0.0729502
GPT-5.2,google_gsv_023534,0.016907513
GPT-5.2,google_gsv_023543,0.025021031
GPT-5.2,google_gsv_023563,0.0022229105
GPT-5.2,google_gsv_023603,0.0003491938
GPT-5.2,google_gsv_023606,0.02639465
GPT-5.2,google_gsv_023615,0.07832487
GPT-5.2,google_gsv_023631,0.06951578
GPT-5.2,google_gsv_023637,0.00039300323
GPT-5.2,google_gsv_023641,0.054572374
GPT-5.2,google_gsv_023645,0.033615544
GPT-5.2,google_gsv_023647,-0.1654299
GPT-5.2,google_gsv_023660,0.103665955
GPT-5.2,google_gsv_023662,-0.048639536
GPT-5.2,google_gsv_023675,0.10330407
GPT-5.2,google_gsv_023677,0.06828203
GPT-5.2,google_gsv_023683,-0.008140013
GPT-5.2,google_gsv_023686,-0.021944702
GPT-5.2,google_gsv_023687,0.0745479
GPT-5.2,google_gsv_023694,0.08777699
GPT-5.2,google_gsv_023726,0.07018262
GPT-5.2,google_gsv_023732,-0.038099676
GPT-5.2,google_gsv_023738,-0.0224327
GPT-5.2,google_gsv_023741,-0.10384224
GPT-5.2,google_gsv_023764,0.02436608
GPT-5.2,google_gsv_023765,-0.00861302
GPT-5.2,google_gsv_023783,-0.038888097
GPT-5.2,google_gsv_023786,-0.0125926435
GPT-5.2,google_gsv_023802,0.0063605905
GPT-5.2,google_gsv_023803,-0.0058785677
GPT-5.2,google_gsv_023806,0.04370606
GPT-5.2,google_gsv_023825,-0.073597774
GPT-5.2,google_gsv_023827,-0.0030196235
GPT-5.2,google_gsv_023833,-0.028034583
GPT-5.2,google_gsv_023834,-0.058726326
GPT-5.2,google_gsv_023846,0.07760808
GPT-5.2,google_gsv_023857,-0.0028391331
GPT-5.2,google_gsv_023872,-0.0039340705
GPT-5.2,google_gsv_023915,0.009493694
GPT-5.2,google_gsv_023917,-0.09016782
GPT-5.2,google_gsv_023921,0.05346541
GPT-5.2,google_gsv_023923,-0.00052574277
GPT-5.2,google_gsv_023927,-0.053052515
GPT-5.2,google_gsv_023936,0.06844731
GPT-5.2,google_gsv_023941,0.012759119
GPT-5.2,google_gsv_023942,0.08184853
GPT-5.2,google_gsv_023955,0.09596737
GPT-5.2,google_gsv_023956,0.051478848
GPT-5.2,google_gsv_023968,0.035416193
GPT-5.2,google_gsv_023983,0.050946236
GPT-5.2,google_gsv_023984,-0.09407936
GPT-5.2,google_gsv_023997,0.07891452
GPT-5.2,google_gsv_023998,0.057679042
GPT-5.2,google_gsv_024034,0.13958323
GPT-5.2,google_gsv_024039,0.059983045
GPT-5.2,google_gsv_024043,-0.042100728
GPT-5.2,google_gsv_024048,-0.05512181
GPT-5.2,google_gsv_024084,0.0347313
GPT-5.2,google_gsv_024089,0.012902439
GPT-5.2,google_gsv_024106,-0.013407946
GPT-5.2,google_gsv_024107,0.07541685
GPT-5.2,google_gsv_024110,0.043225527
GPT-5.2,google_gsv_024113,-0.019701108
GPT-5.2,google_gsv_024114,0.022708103
GPT-5.2,google_gsv_024118,-0.020344347
GPT-5.2,google_gsv_024121,0.03250426
GPT-5.2,google_gsv_024129,0.03790251
GPT-5.2,google_gsv_024130,0.039025024
GPT-5.2,google_gsv_024138,-0.11155383
GPT-5.2,google_gsv_024155,0.027084872
GPT-5.2,google_gsv_024163,0.05641468
GPT-5.2,google_gsv_024166,-0.07918914
GPT-5.2,google_gsv_024169,0.021412969
GPT-5.2,google_gsv_024173,0.009799063
GPT-5.2,google_gsv_024184,0.024737507
GPT-5.2,google_gsv_024186,0.030751169
GPT-5.2,google_gsv_024200,0.07234453
GPT-5.2,google_gsv_024209,-0.02378188
GPT-5.2,google_gsv_024210,0.017021954
GPT-5.2,google_gsv_024215,-0.011650845
GPT-5.2,google_gsv_024223,0.029894635
GPT-5.2,google_gsv_024228,-0.03492047
GPT-5.2,google_gsv_024229,-0.03759092
GPT-5.2,google_gsv_024233,0.07721013
GPT-5.2,google_gsv_024252,0.05110447
GPT-5.2,google_gsv_024260,-0.10737778
GPT-5.2,google_gsv_024280,0.053269297
GPT-5.2,google_gsv_024288,-0.042634383
GPT-5.2,google_gsv_024290,-0.020329371
GPT-5.2,google_gsv_024292,0.01857002
GPT-5.2,google_gsv_024293,0.07807113
GPT-5.2,google_gsv_024319,-0.0012625307
GPT-5.2,google_gsv_024321,0.051256254
GPT-5.2,google_gsv_024322,-0.05200109
GPT-5.2,google_gsv_024338,0.082145266
GPT-5.2,google_gsv_024345,-0.021021903
GPT-5.2,google_gsv_024351,0.039768428
GPT-5.2,google_gsv_024358,0.05268097
GPT-5.2,google_gsv_024360,0.055352166
GPT-5.2,google_gsv_024361,0.020371065
GPT-5.2,google_gsv_024366,0.04915017
GPT-5.2,google_gsv_024369,-0.04285294
GPT-5.2,google_gsv_024372,-0.08257811
GPT-5.2,google_gsv_024379,-0.023839667
GPT-5.2,google_gsv_024385,0.044483796
GPT-5.2,google_gsv_024427,-0.03660372
GPT-5.2,google_gsv_024428,0.04319398
GPT-5.2,google_gsv_024429,0.05423972
GPT-5.2,google_gsv_024436,0.014047548
GPT-5.2,google_gsv_024440,-0.054474354
GPT-5.2,google_gsv_024457,0.012222618
GPT-5.2,google_gsv_024467,0.009376824
GPT-5.2,google_gsv_024473,0.05168332
GPT-5.2,google_gsv_024474,0.00014694035
GPT-5.2,google_gsv_024477,0.06405355
GPT-5.2,google_gsv_024490,0.08939651
GPT-5.2,google_gsv_024494,-0.009726539
GPT-5.2,google_gsv_024530,0.005010441
GPT-5.2,google_gsv_024539,0.019871786
GPT-5.2,google_gsv_024563,0.0045991987
GPT-5.2,google_gsv_024571,0.0621837
GPT-5.2,google_gsv_024611,0.024154082
GPT-5.2,google_gsv_024624,0.045677796
GPT-5.2,google_gsv_024625,-0.040223494
GPT-5.2,google_gsv_024628,-0.06809248
GPT-5.2,google_gsv_024632,0.021968268
GPT-5.2,google_gsv_024645,0.05832137
GPT-5.2,google_gsv_024665,-0.04966423
GPT-5.2,google_gsv_024666,0.086110115
GPT-5.2,google_gsv_024678,0.06895033
GPT-5.2,google_gsv_024683,-0.2018459
GPT-5.2,google_gsv_024698,0.13293672
GPT-5.2,google_gsv_024717,-0.0569306
GPT-5.2,google_gsv_024718,-0.06106119
GPT-5.2,google_gsv_024725,-0.033163816
GPT-5.2,google_gsv_024730,0.03300485
GPT-5.2,google_gsv_024737,0.1418347
GPT-5.2,google_gsv_024741,0.014641792
GPT-5.2,google_gsv_024760,0.08410317
GPT-5.2,google_gsv_024761,0.103194445
GPT-5.2,google_gsv_024763,0.0542275
GPT-5.2,google_gsv_024774,0.052812696
GPT-5.2,google_gsv_024781,0.017141685
GPT-5.2,google_gsv_024802,-0.051659852
GPT-5.2,google_gsv_024803,0.00042708218
GPT-5.2,google_gsv_024822,0.006635055
GPT-5.2,google_gsv_024832,0.09149736
GPT-5.2,google_gsv_024841,0.015534297
GPT-5.2,google_gsv_024871,0.08637444
GPT-5.2,google_gsv_024910,-0.000650689
GPT-5.2,google_gsv_024928,0.000539124
GPT-5.2,google_gsv_024937,-0.01680407
GPT-5.2,google_gsv_024939,0.035804734
GPT-5.2,google_gsv_024940,0.05739531
GPT-5.2,google_gsv_024942,0.06755996
GPT-5.2,google_gsv_024943,0.024450198
GPT-5.2,google_gsv_024947,0.036963597
GPT-5.2,google_gsv_024961,-0.02189678
GPT-5.2,google_gsv_024965,0.05139365
GPT-5.2,google_gsv_024984,0.00060246885
GPT-5.2,google_gsv_024988,0.06641617
GPT-5.2,google_gsv_024994,0.0012065172
GPT-5.2,google_gsv_025009,0.026275992
GPT-5.2,google_gsv_025011,0.002701342
GPT-5.2,google_gsv_025029,-0.096355006
GPT-5.2,google_gsv_025042,0.036641017
GPT-5.2,google_gsv_025044,0.015500188
GPT-5.2,google_gsv_025062,0.029410109
GPT-5.2,google_gsv_025064,-0.011600018
GPT-5.2,google_gsv_025066,0.04539393
GPT-5.2,google_gsv_025067,-0.00046777725
GPT-5.2,google_gsv_025073,0.05008763
GPT-5.2,google_gsv_025081,-0.02212438
GPT-5.2,google_gsv_025090,0.0219682
GPT-5.2,google_gsv_025103,-0.09823541
GPT-5.2,google_gsv_025123,-0.030666783
GPT-5.2,google_gsv_025130,0.020707741
GPT-5.2,google_gsv_025134,0.12079172
GPT-5.2,google_gsv_025140,0.04673107
GPT-5.2,google_gsv_025147,0.010078222
GPT-5.2,google_gsv_025162,-0.013296664
GPT-5.2,google_gsv_025166,-0.009707943
GPT-5.2,google_gsv_025168,0.00209181
GPT-5.2,google_gsv_025183,-0.0013565719
GPT-5.2,google_gsv_025229,-0.012531102
GPT-5.2,google_gsv_025238,-0.09505747
GPT-5.2,google_gsv_025241,0.0029158741
GPT-5.2,google_gsv_025245,0.053804353
GPT-5.2,google_gsv_025246,0.08125046
GPT-5.2,google_gsv_025251,0.028362669
GPT-5.2,google_gsv_025260,0.11324098
GPT-5.2,google_gsv_025265,0.02652733
GPT-5.2,google_gsv_025267,0.040002897
GPT-5.2,google_gsv_025280,0.15276921
GPT-5.2,google_gsv_025290,-0.0005463213
GPT-5.2,google_gsv_025294,0.049815938
GPT-5.2,google_gsv_025313,-0.018935964
GPT-5.2,google_gsv_025323,-0.056746855
GPT-5.2,google_gsv_025344,0.17034769
GPT-5.2,google_gsv_025345,0.0045201927
GPT-5.2,google_gsv_025355,0.035306156
GPT-5.2,google_gsv_025364,0.04323323
GPT-5.2,google_gsv_025372,0.041055545
GPT-5.2,google_gsv_025378,0.0440284
GPT-5.2,google_gsv_025384,0.020518497
GPT-5.2,google_gsv_025388,0.087656654
GPT-5.2,google_gsv_025422,-0.07559249
GPT-5.2,google_gsv_025448,-0.016220674
GPT-5.2,google_gsv_025451,-0.028499544
GPT-5.2,google_gsv_025469,-0.053703204
GPT-5.2,google_gsv_025470,0.006378293
GPT-5.2,google_gsv_025473,0.021678463
GPT-5.2,google_gsv_025493,0.009510472
GPT-5.2,google_gsv_025497,0.029747128
GPT-5.2,google_gsv_025499,0.016517453
GPT-5.2,google_gsv_025509,0.11421329
GPT-5.2,google_gsv_025520,-0.014618471
GPT-5.2,google_gsv_025532,0.103833996
GPT-5.2,google_gsv_025550,0.033124566
GPT-5.2,google_gsv_025555,-0.011388436
GPT-5.2,google_gsv_025576,-0.07576406
GPT-5.2,google_gsv_025579,0.06156452
GPT-5.2,google_gsv_025591,0.06213284
GPT-5.2,google_gsv_025604,0.036586776
GPT-5.2,google_gsv_025628,-0.008125916
GPT-5.2,google_gsv_025629,-0.00027506053
GPT-5.2,google_gsv_025647,0.0042705834
GPT-5.2,google_gsv_025652,-0.029414564
GPT-5.2,google_gsv_025656,0.08221528
GPT-5.2,google_gsv_025657,0.16539258
GPT-5.2,google_gsv_025667,-0.027052537
GPT-5.2,google_gsv_025678,0.06633909
GPT-5.2,google_gsv_025680,0.000722602
GPT-5.2,google_gsv_025682,-0.020893648
GPT-5.2,google_gsv_025707,0.10523951
GPT-5.2,google_gsv_025728,-0.098785
GPT-5.2,google_gsv_025733,-0.05512944
GPT-5.2,google_gsv_025738,0.08173116
GPT-5.2,google_gsv_025751,-0.09287715
GPT-5.2,google_gsv_025762,-0.04749301
GPT-5.2,google_gsv_025783,0.017546192
GPT-5.2,google_gsv_025793,-0.07286447
GPT-5.2,google_gsv_025797,-0.03837192
GPT-5.2,google_gsv_025803,0.029798642
GPT-5.2,google_gsv_025806,-0.04280354
GPT-5.2,google_gsv_025810,-0.095283225
GPT-5.2,google_gsv_025811,-0.027212739
GPT-5.2,google_gsv_025813,0.043139547
GPT-5.2,google_gsv_025824,-0.111929014
GPT-5.2,google_gsv_025863,0.009865776
GPT-5.2,google_gsv_025871,-0.01559338
GPT-5.2,google_gsv_025873,0.042635515
GPT-5.2,google_gsv_025888,0.0071744025
GPT-5.2,google_gsv_025903,0.009890482
GPT-5.2,google_gsv_025913,-0.061721563
GPT-5.2,google_gsv_025933,-0.014442116
GPT-5.2,google_gsv_025934,-0.04698108
GPT-5.2,google_gsv_025935,0.048376545
GPT-5.2,google_gsv_025980,-0.0046437085
GPT-5.2,google_gsv_025984,0.043907464
GPT-5.2,google_gsv_025992,-0.010348633
GPT-5.2,google_gsv_026002,0.05217327
GPT-5.2,google_gsv_026016,0.023813903
GPT-5.2,google_gsv_026021,-0.04955809
GPT-5.2,google_gsv_026024,0.056039967
GPT-5.2,google_gsv_026078,0.09759833
GPT-5.2,google_gsv_026086,0.091711536
GPT-5.2,google_gsv_026098,-0.006516546
GPT-5.2,google_gsv_026102,0.045425057
GPT-5.2,google_gsv_026103,-0.001304403
GPT-5.2,google_gsv_026107,0.07978566
GPT-5.2,google_gsv_026123,0.011765629
GPT-5.2,google_gsv_026146,0.083188094
GPT-5.2,google_gsv_026151,0.011340633
GPT-5.2,google_gsv_026172,0.0806107
GPT-5.2,google_gsv_026192,0.13120067
GPT-5.2,google_gsv_026195,0.034016326
GPT-5.2,google_gsv_026203,0.01673752
GPT-5.2,google_gsv_026210,0.059613466
GPT-5.2,google_gsv_026244,-0.032073572
GPT-5.2,google_gsv_026248,0.013320744
GPT-5.2,google_gsv_026253,0.046648055
GPT-5.2,google_gsv_026258,0.07585986
GPT-5.2,google_gsv_026260,-0.0366489
GPT-5.2,google_gsv_026266,0.08343567
GPT-5.2,google_gsv_026269,0.030618712
GPT-5.2,google_gsv_026271,-0.053950757
GPT-5.2,google_gsv_026274,0.036413506
GPT-5.2,google_gsv_026283,0.06142485
GPT-5.2,google_gsv_026294,-0.01938948
GPT-5.2,google_gsv_026299,0.007830888
GPT-5.2,google_gsv_026306,0.051683202
GPT-5.2,google_gsv_026312,-0.00269939
GPT-5.2,google_gsv_026321,0.072601125
GPT-5.2,google_gsv_026325,0.027588531
GPT-5.2,google_gsv_026327,-0.1226338
GPT-5.2,google_gsv_026339,-0.010927781
GPT-5.2,google_gsv_026346,0.034775108
GPT-5.2,google_gsv_026348,-0.0020489693
GPT-5.2,google_gsv_026350,-0.0400244
GPT-5.2,google_gsv_026357,0.028471634
GPT-5.2,google_gsv_026384,0.024018243
GPT-5.2,google_gsv_026407,0.0474768
GPT-5.2,google_gsv_026412,-0.0020287484
GPT-5.2,google_gsv_026441,0.012822717
GPT-5.2,google_gsv_026450,0.02387993
GPT-5.2,google_gsv_026456,-0.057005912
GPT-5.2,google_gsv_026466,-0.14317927
GPT-5.2,google_gsv_026476,0.036589205
GPT-5.2,google_gsv_026513,0.012913965
GPT-5.2,google_gsv_026520,0.050432295
GPT-5.2,google_gsv_026523,-0.05304028
GPT-5.2,google_gsv_026538,0.123887464
GPT-5.2,google_gsv_026539,0.012389675
GPT-5.2,google_gsv_026570,0.052118294
GPT-5.2,google_gsv_026590,-0.0054003447
GPT-5.2,google_gsv_026597,-0.005913213
GPT-5.2,google_gsv_026606,-0.0074299723
GPT-5.2,google_gsv_026623,0.11188881
GPT-5.2,google_gsv_026627,0.028017014
GPT-5.2,google_gsv_026642,-0.11926721
GPT-5.2,google_gsv_026646,0.03138958
GPT-5.2,google_gsv_026659,0.02430816
GPT-5.2,google_gsv_026675,0.13953857
GPT-5.2,google_gsv_026700,0.04146298
GPT-5.2,google_gsv_026706,-0.03985642
GPT-5.2,google_gsv_026714,0.04137796
GPT-5.2,google_gsv_026717,-0.014516711
GPT-5.2,google_gsv_026752,-0.012050718
GPT-5.2,google_gsv_026763,-0.034300044
GPT-5.2,google_gsv_026765,-0.01686041
GPT-5.2,google_gsv_026767,0.0018772781
GPT-5.2,google_gsv_026768,0.034404248
GPT-5.2,google_gsv_026770,0.040814653
GPT-5.2,google_gsv_026776,0.0071368963
GPT-5.2,google_gsv_026783,-0.045962065
GPT-5.2,google_gsv_026796,0.07525593
GPT-5.2,google_gsv_026806,0.07486579
GPT-5.2,google_gsv_026812,-0.008841842
GPT-5.2,google_gsv_026820,-0.0148424655
GPT-5.2,google_gsv_026823,0.0725563
GPT-5.2,google_gsv_026824,0.098741226
GPT-5.2,google_gsv_026869,-0.039730474
GPT-5.2,google_gsv_026872,-0.11618145
GPT-5.2,google_gsv_026877,0.020640992
GPT-5.2,google_gsv_026887,0.022865742
GPT-5.2,google_gsv_026896,0.049704403
GPT-5.2,google_gsv_026901,-0.035831675
GPT-5.2,google_gsv_026919,0.033680707
GPT-5.2,google_gsv_026925,0.053310513
GPT-5.2,google_gsv_026953,0.024881154
GPT-5.2,google_gsv_026955,-0.0149870515
GPT-5.2,google_gsv_026960,0.13042822
GPT-5.2,google_gsv_026974,-0.1185952
GPT-5.2,google_gsv_026978,-0.03946483
GPT-5.2,google_gsv_026987,0.026063293
GPT-5.2,google_gsv_026992,0.00437738
GPT-5.2,google_gsv_027000,0.01636663
GPT-5.2,google_gsv_027005,0.08005179
GPT-5.2,google_gsv_027015,-0.00013750792
GPT-5.2,google_gsv_027017,0.036288813
GPT-5.2,google_gsv_027031,-0.14597751
GPT-5.2,google_gsv_027032,0.03135149
GPT-5.2,google_gsv_027051,0.035712212
GPT-5.2,google_gsv_027080,0.008543551
GPT-5.2,google_gsv_027101,0.011997208
GPT-5.2,google_gsv_027104,0.050912112
GPT-5.2,google_gsv_027107,-0.1357128
GPT-5.2,google_gsv_027108,-0.0055148304
GPT-5.2,google_gsv_027113,0.0854153
GPT-5.2,google_gsv_027114,0.010433644
GPT-5.2,google_gsv_027115,0.03302466
GPT-5.2,google_gsv_027129,-0.014732733
GPT-5.2,google_gsv_027131,0.033143505
GPT-5.2,google_gsv_027132,0.022270247
GPT-5.2,google_gsv_027182,0.06220205
GPT-5.2,google_gsv_027187,0.01824461
GPT-5.2,google_gsv_027188,0.030034065
GPT-5.2,google_gsv_027191,0.063926876
GPT-5.2,google_gsv_027196,-0.01122731
GPT-5.2,google_gsv_027203,0.016292334
GPT-5.2,google_gsv_027223,-0.014004916
GPT-5.2,google_gsv_027228,0.06993261
GPT-5.2,google_gsv_027232,-0.031309605
GPT-5.2,google_gsv_027240,0.019702151
GPT-5.2,google_gsv_027251,-0.0026277304
GPT-5.2,google_gsv_027262,0.0053112507
GPT-5.2,google_gsv_027270,0.077598065
GPT-5.2,google_gsv_027273,0.0016424358
GPT-5.2,google_gsv_027282,0.010137662
GPT-5.2,google_gsv_027285,0.041010708
GPT-5.2,google_gsv_027302,0.04462807
GPT-5.2,google_gsv_027319,0.16954851
GPT-5.2,google_gsv_027345,0.0030664057
GPT-5.2,google_gsv_027373,0.12627986
GPT-5.2,google_gsv_027374,-0.08453581
GPT-5.2,google_gsv_027380,0.022500291
GPT-5.2,google_gsv_027386,0.021986172
GPT-5.2,google_gsv_027389,0.022043273
GPT-5.2,google_gsv_027391,-0.08082171
GPT-5.2,google_gsv_027398,0.035065502
GPT-5.2,google_gsv_027399,0.04932273
GPT-5.2,google_gsv_027418,0.054045387
GPT-5.2,google_gsv_027432,-0.0021720827
GPT-5.2,google_gsv_027437,-0.013283342
GPT-5.2,google_gsv_027446,0.032724097
GPT-5.2,google_gsv_027450,-0.0039550513
GPT-5.2,google_gsv_027452,-0.048127383
GPT-5.2,google_gsv_027454,-0.034195572
GPT-5.2,google_gsv_027490,-0.028241068
GPT-5.2,google_gsv_027495,0.091346696
GPT-5.2,google_gsv_027515,0.024532929
GPT-5.2,google_gsv_027552,0.12586124
GPT-5.2,google_gsv_027564,0.09137641
GPT-5.2,google_gsv_027586,0.008130215
GPT-5.2,google_gsv_027594,0.057256997
GPT-5.2,google_gsv_027617,-0.06240666
GPT-5.2,google_gsv_027618,0.044921756
GPT-5.2,google_gsv_027623,0.03299132
GPT-5.2,google_gsv_027627,0.016973332
GPT-5.2,google_gsv_027642,0.035450086
GPT-5.2,google_gsv_027687,0.053448573
GPT-5.2,google_gsv_027689,-0.12964265
GPT-5.2,google_gsv_027692,0.16108064
GPT-5.2,google_gsv_027704,-0.0017981529
GPT-5.2,google_gsv_027738,0.02772507
GPT-5.2,google_gsv_027740,-0.060419843
GPT-5.2,google_gsv_027757,0.009821251
GPT-5.2,google_gsv_027762,0.15069044
GPT-5.2,google_gsv_027776,-0.004749894
GPT-5.2,google_gsv_027777,0.045901656
GPT-5.2,google_gsv_027794,-0.05170892
GPT-5.2,google_gsv_027814,-0.07660608
GPT-5.2,google_gsv_027834,0.013346642
GPT-5.2,google_gsv_027854,0.043591842
GPT-5.2,google_gsv_027855,0.045417115
GPT-5.2,google_gsv_027858,0.08189702
GPT-5.2,google_gsv_027859,0.029472962
GPT-5.2,google_gsv_027863,0.049823448
GPT-5.2,google_gsv_027876,0.005647674
GPT-5.2,google_gsv_027877,0.06845419
GPT-5.2,google_gsv_027881,0.030032694
GPT-5.2,google_gsv_027900,-0.013688415
GPT-5.2,google_gsv_027906,0.046694905
GPT-5.2,google_gsv_027943,-0.045641363
GPT-5.2,google_gsv_027945,0.088262945
GPT-5.2,google_gsv_027953,0.077333696
GPT-5.2,google_gsv_027985,-0.0025211126
GPT-5.2,google_gsv_028008,-0.034573123
GPT-5.2,google_gsv_028019,0.054337725
GPT-5.2,google_gsv_028024,0.154307
GPT-5.2,google_gsv_028025,-0.00912945
GPT-5.2,google_gsv_028043,0.018988833
GPT-5.2,google_gsv_028051,0.0022879094
GPT-5.2,google_gsv_028052,0.082621954
GPT-5.2,google_gsv_028055,0.07840507
GPT-5.2,google_gsv_028060,0.09735975
GPT-5.2,google_gsv_028082,-0.06149842
GPT-5.2,google_gsv_028110,0.13103989
GPT-5.2,google_gsv_028140,-0.07278696
GPT-5.2,google_gsv_028141,0.013172135
GPT-5.2,google_gsv_028150,0.06547618
GPT-5.2,google_gsv_028153,0.06650749
GPT-5.2,google_gsv_028163,0.041361824
GPT-5.2,google_gsv_028191,0.010805137
GPT-5.2,google_gsv_028205,0.09332618
GPT-5.2,google_gsv_028227,0.06948741
GPT-5.2,google_gsv_028253,-0.023705676
GPT-5.2,google_gsv_028257,-0.014882833
GPT-5.2,google_gsv_028264,-0.019231007
GPT-5.2,google_gsv_028266,0.0732757
GPT-5.2,google_gsv_028270,0.0470082
GPT-5.2,google_gsv_028278,0.0060507357
GPT-5.2,google_gsv_028284,0.18356162
GPT-5.2,google_gsv_028293,0.016072378
GPT-5.2,google_gsv_028302,0.07844145
GPT-5.2,google_gsv_028314,0.0679649
GPT-5.2,google_gsv_028315,0.08093324
GPT-5.2,google_gsv_028318,0.09676908
GPT-5.2,google_gsv_028321,-0.023145556
GPT-5.2,google_gsv_028338,-0.08731015
GPT-5.2,google_gsv_028339,0.06425001
GPT-5.2,google_gsv_028359,0.08478739
GPT-5.2,google_gsv_028363,0.05236526
GPT-5.2,google_gsv_028364,0.039453357
GPT-5.2,google_gsv_028367,0.061949402
GPT-5.2,google_gsv_028378,-0.016220018
GPT-5.2,google_gsv_028394,0.06878182
GPT-5.2,google_gsv_028418,-0.018723905
GPT-5.2,google_gsv_028422,0.064601555
GPT-5.2,google_gsv_028463,-0.18381956
GPT-5.2,google_gsv_028465,0.123423666
GPT-5.2,google_gsv_028472,0.08527061
GPT-5.2,google_gsv_028474,0.047603145
GPT-5.2,google_gsv_028493,0.12305766
GPT-5.2,google_gsv_028494,0.08801156
GPT-5.2,google_gsv_028502,0.05354756
GPT-5.2,google_gsv_028507,0.049609944
GPT-5.2,google_gsv_028508,0.04927841
GPT-5.2,google_gsv_028514,0.0061811805
GPT-5.2,google_gsv_028520,0.025950834
GPT-5.2,google_gsv_028522,0.15510327
GPT-5.2,google_gsv_028539,0.014733911
GPT-5.2,google_gsv_028544,0.08057733
